Kinase Name	weighted_sum	cnt
ALK2	0.0769230769230769	1
BMPR1B	0.0769230769230769	1
CDK8	0.073109243697479	2
TAK1	0.0666666666666667	1
MLK4	0.0666666666666667	1
MLK3	0.0666666666666667	1
MLK2	0.0666666666666667	1
LZK	0.0666666666666667	1
AXL	0.0625	1
TYRO3	0.0625	1
CSK	0.0625	1
ErbB2	0.0625	1
ErbB3	0.0625	1
EGFR	0.0625	1
ErbB4	0.0625	1
ZAP70	0.0625	1
SYK	0.0625	1
TRKA	0.0625	1
TRKC	0.0625	1
KDR	0.0625	1
FLT4	0.0625	1
FLT1	0.0625	1
CDK11	0.0588235294117647	1
PITSLRE	0.0588235294117647	1
CDK10	0.0588235294117647	1
MRCKa	0.0588235294117647	1
DMPK1	0.0588235294117647	1
MRCKb	0.0588235294117647	1
MAP3K1	0.0476190476190476	2
MAP3K7	0.0476190476190476	2
MAP3K5	0.0476190476190476	2
MAP3K6	0.0476190476190476	2
MAP3K2	0.0476190476190476	2
MAP3K8	0.0476190476190476	2
MAP3K3	0.0476190476190476	2
MAP3K4	0.0476190476190476	2
CaMK1a	0.0476190476190476	1
CaMK1b	0.0476190476190476	1
CaMK4	0.0476190476190476	1
CaMK1g	0.0476190476190476	1
MINK	0.0351190476190476	2
STLK6	0.0351190476190476	2
PAK4	0.0351190476190476	2
HPK1	0.0351190476190476	2
YSK1	0.0351190476190476	2
MOK	0.0263157894736842	1
NLK	0.0263157894736842	1
NEK6	0.025	1
NEK3	0.025	1
NEK4	0.025	1
NEK2	0.025	1
NEK9	0.025	1
NEK10	0.025	1
NEK7	0.025	1
NEK8	0.025	1
PKACg	0.0208333333333333	1
SGK1	0.0142857142857143	1
SGK2	0.0142857142857143	1
KHS1	0.0142857142857143	1
MYO3A	0.0142857142857143	1
TAO3	0.0142857142857143	1
HGK	0.0142857142857143	1
SLK	0.0142857142857143	1
PAK1	0.0142857142857143	1
